,Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,embedding,cluster,keywords
335,DOS-0007-2023,DOS,A,,Conflict Forecasting,"CSO/AA is developing a suite of conflict and instability forecasting models that use open-source political, social, and economic datasets to predict conflict outcomes including interstate war, mass mobilization, and mass killings. The use of AI is confined to statistical models including machine learning techniques including tree-based methods, neural networks, and clustering approaches.",,,,Department of State,"[ 0.00495923 -0.01415141  0.08468406 ...  0.01442571 -0.02663209
  0.00811057]",1,"[('ai', 0.4338), ('cso', 0.4191), ('forecasting', 0.3746), ('predict', 0.3442), ('datasets', 0.3303)]"
336,DOS-0008-2023,DOS,CGFS,,Automatic Detection of Authentic Material,The Foreign Service Institute School of Language Studies is developing a tool for automated discovery of authentic native language texts classified for both topic and Interagency Language Roundtable (ILR) proficiency level to support foreign language curriculum and language testing kit development.,,,,Department of State,"[-0.05118598  0.0020239   0.01010847 ... -0.01573691 -0.04361409
  0.01355368]",3,"[('proficiency', 0.4419), ('ilr', 0.425), ('language', 0.3986), ('texts', 0.384), ('native', 0.3406)]"
337,DOS-0009-2023,DOS,CSO,,Automated Burning Detection,The Village Monitoring System program uses AI and machine learning to conduct daily scans of moderate resolution commercial satellite imagery to identify anomalies using the near-infrared band.,,,,Department of State,"[-0.01683578  0.03523164  0.01333862 ... -0.00392293 -0.01805784
 -0.01375464]",0,"[('monitoring', 0.3766), ('satellite', 0.3757), ('infrared', 0.3747), ('imagery', 0.3445), ('scans', 0.3379)]"
338,DOS-0010-2023,DOS,CSO,,Automated Damage Assessments,"The Conflict Observatory program uses AI and machine learning on moderate and high-resolution commerical satellite imagery to document a variety of war crimes and other abuses in Ukraine, including automated damage assessments of a variety of buildings, including critical infrastructure, hospitals, schools, crop storage facilities.",,,,Department of State,"[-0.02628127  0.02009894  0.05424169 ...  0.01356042 -0.03376113
 -0.01143604]",0,"[('ai', 0.3866), ('imagery', 0.3709), ('ukraine', 0.3588), ('satellite', 0.3348), ('war', 0.292)]"
339,DOS-0011-2023,DOS,CSO,,ServiceNow AI-Powered Virtual Agent (Chatbot),IRM’s BMP Systems is planning to incorporate ServiceNow’s Virtual Agent into our existing applications to connect users with support and data requests. The Artificial Intelligence (AI) is provided by ServiceNow as part of their Platform as a Service (PaaS).,,,,Department of State,"[-0.03184731  0.00164544  0.03621851 ... -0.00561699  0.01151499
  0.01750978]",3,"[('ai', 0.51), ('servicenow', 0.4807), ('agent', 0.4592), ('service', 0.4169), ('irm', 0.4071)]"
340,DOS-0012-2023,DOS,CSO,,Apptio,Working Capital Fund (IRM/WCF) uses Apptio to bill bureaus for consolidated services run from the WCF. Cost models are built in Apptio so bureaus can budget for the service costs in future FYs. Apptio has the capability to extrapolate future values using several available formulas.,,,,Department of State,"[-0.01757518  0.03282743  0.06361272 ... -0.01728163  0.01343985
  0.02619047]",1,"[('wcf', 0.3782), ('bureaus', 0.3397), ('irm', 0.3363), ('costs', 0.3307), ('budget', 0.3307)]"
341,DOS-0013-2023,DOS,F,,NLP for Foreign Assistance Appropriations Analysis,Natural language processing application for F/RA to streamline the extraction of earmarks and directives from the annual appropriations bill. Before NLP this was an entirely manual process.,,,,Department of State,"[-0.03408716  0.03628971  0.04842998 ... -0.01079645  0.02011142
 -0.01473614]",3,"[('nlp', 0.5033), ('processing', 0.3575), ('ra', 0.3523), ('extraction', 0.3399), ('directives', 0.3326)]"
342,DOS-0014-2023,DOS,FSI,,eRecords M/L Metadata Enrichment,"The Department’s central eRecords archive leverages machine learning models to add additional metadata to assist with record discovery and review. This includes models for entity extraction, sentiment analysis, classification and identifying document types.",,,,Department of State,"[-0.00031728  0.02137574  0.02921437 ... -0.004796   -0.00393865
 -0.0115839 ]",3,"[('metadata', 0.4402), ('archive', 0.4345), ('classification', 0.384), ('document', 0.3432), ('entity', 0.337)]"
343,DOS-0015-2023,DOS,GPA,,Facebook Ad Test Optimization System,GPA’s production media collection and analysis system that pulls data from half a dozen different open and commercial media clips services to give an up-to-date global picture of media coverage around the world.,,,,Department of State,"[-0.00690368  0.00543825  0.03248159 ...  0.0147888  -0.01987077
 -0.0122411 ]",1,"[('media', 0.4915), ('gpa', 0.4901), ('clips', 0.4529), ('analysis', 0.3452), ('data', 0.3334)]"
344,DOS-0016-2023,DOS,GPA,,Global Audience Segmentation Framework,A prototype system that collects and analyzes the daily media clips reports from about 70 different Embassy Public Affairs Sections.,,,,Department of State,"[-0.01802915  0.02401664  0.00594415 ... -0.00459397 -0.0293107
 -0.02285648]",3,"[('embassy', 0.476), ('clips', 0.4102), ('reports', 0.3682), ('sections', 0.2896), ('analyzes', 0.2887)]"
345,DOS-0017-2023,DOS,GPA,,Machine-Learning Assisted Measurement and Evaluation of Public Outreach,"GPA’s production system for collecting, analyzing, and summarizing the global digital content footprint of the Department.",,,,Department of State,"[ 0.00314792  0.02391829  0.05168459 ...  0.00306886  0.01385021
 -0.01297386]",1,"[('gpa', 0.5304), ('department', 0.4729), ('digital', 0.3908), ('footprint', 0.3363), ('content', 0.3043)]"
346,DOS-0018-2023,DOS,GPA,,GPATools and GPAIX,GPA’s production system for testing potential messages at scale across segmented foreign sub-audiences to determine effective outreach to target audiences.,,,,Department of State,"[-0.00504114  0.01368512  0.05952528 ...  0.00904272 -0.01149208
 -0.00971202]",1,"[('audiences', 0.5465), ('outreach', 0.4667), ('gpa', 0.3738), ('target', 0.2701), ('testing', 0.2653)]"
347,DOS-0019-2023,DOS,IRM,,AI Capabilities Embedded in SMART,"Models have been embedded in the backend of the SMART system on OpenNet to perform entity extraction of objects within cables, sentiment analysis of cables, keyword extraction of topics identified within cables, and historical data analysis to recommend addressees and passlines to users when composing cables.",,,,Department of State,"[ 0.00581957  0.01985091 -0.01404532 ...  0.0034816  -0.01982293
 -0.00365472]",3,"[('opennet', 0.4688), ('models', 0.3586), ('entity', 0.3547), ('embedded', 0.318), ('cables', 0.2858)]"
348,DOS-0020-2023,DOS,PM,,NLP to pull key information from unstructured text,Use NLP to extract information such as country names and agreement dates from dozens of pages of unstructured pdf document,,,,Department of State,"[-0.04398188  0.01488023  0.03618963 ...  0.00228599 -0.02007128
  0.01819705]",3,"[('nlp', 0.4398), ('document', 0.4182), ('pdf', 0.3574), ('unstructured', 0.3404), ('pages', 0.2978)]"
349,DOS-0021-2023,DOS,PM,,K-Means clustering into tiers,Cluster countries into tiers based off data collected from open source and bureau data using k-means clustering,,,,Department of State,"[-0.04661111  0.00816824  0.07564259 ... -0.01305915 -0.03455651
 -0.02193685]",1,"[('clustering', 0.4587), ('cluster', 0.4397), ('countries', 0.3277), ('tiers', 0.3169), ('bureau', 0.2796)]"
350,DOS-0022-2023,DOS,R,,Optical Character Recognition – text extraction,Extract text from images using standard python libraries; inputs have been websites to collect data,,,,Department of State,"[-0.01663539  0.01864371  0.01128374 ...  0.02349619 -0.02116282
 -0.00146561]",0,"[('python', 0.4163), ('images', 0.3866), ('extract', 0.386), ('text', 0.369), ('libraries', 0.2949)]"
351,DOS-0023-2023,DOS,R,,Topic Modeling,Cluster text into themes based on frequency of used words in documents; has been applied to digital media articles as well as social media posts; performed using available Python libraries,,,,Department of State,"[-0.0209687  -0.00199357  0.02841875 ... -0.00249466  0.01003414
  0.00235898]",3,"[('cluster', 0.4367), ('text', 0.4102), ('python', 0.3656), ('themes', 0.3314), ('documents', 0.2753)]"
352,DOS-0024-2023,DOS,R,,forecasting,"using statistical models, projecting expected outcome into the future; this has been applied to COVID cases as well as violent events in relation to tweets",,,,Department of State,"[-0.01576274 -0.00761377  0.02201941 ...  0.01335437  0.01352002
  0.00482312]",4,"[('tweets', 0.4725), ('covid', 0.4246), ('statistical', 0.3842), ('events', 0.3495), ('outcome', 0.336)]"
353,DOS-0025-2023,DOS,R,,Deepfake Detector,"Deep learning model that takes in an image containing a person’s face and classifies the image as either being real (contains a real person’s face) or fake (synthetically generated face, a deepfake often created using Generative Adversarial Networks).",,,,Department of State,"[-0.01661071 -0.01730696 -0.01684279 ...  0.03260252  0.00913423
  0.01234475]",0,"[('adversarial', 0.4557), ('synthetically', 0.4077), ('face', 0.3814), ('image', 0.3803), ('fake', 0.3773)]"
354,DOS-0026-2023,DOS,R,,SentiBERTIQ,"GEC A&R uses deep contextual AI of text to identify and extract subjective information within the source material. This sentiment model was trained by fine-tuning a multilingual, BERT model leveraging word embeddings across 2.2 million labeled tweets spanning English, Spanish, Arabic, and traditional and simplified Chinese. The tool will assign a sentiment to each text document and output a CSV containing the sentiment and confidence interval for user review.",,,,Department of State,"[-0.02611301  0.02545449  0.01670372 ...  0.010758    0.02283306
 -0.01019446]",3,"[('sentiment', 0.4067), ('gec', 0.3763), ('tweets', 0.3463), ('contextual', 0.3342), ('text', 0.3316)]"
355,DOS-0027-2023,DOS,R,,TOPIQ,"GEC A&R’s TOPIQ tool automatically classifies text into topics for analyst review and interpretation. The tool uses Latent Dirichlet Allocation (LDA), a natural language processing technique that uncovers a specified number of topics from a collection of documents, and then assigns the probability that each document belongs to a topic.",,,,Department of State,"[-0.04943758  0.00661834  0.0465477  ...  0.035143    0.01797144
  0.00819874]",3,"[('topics', 0.4863), ('lda', 0.4842), ('gec', 0.4332), ('analyst', 0.3287), ('topic', 0.3266)]"
356,DOS-0028-2023,DOS,R,,Text Similarity,GEC A&R’s Text Similarity capability identified different texts that are identical or nearly identical by calculating cosine similarity between each text. Texts are then grouped if they share high cosine similarity and then available for analysts to review further.,,,,Department of State,"[-0.03525952  0.01052854  0.05404816 ...  0.0240899   0.01030046
  0.02168584]",3,"[('similarity', 0.5006), ('gec', 0.4691), ('texts', 0.4381), ('text', 0.3359), ('cosine', 0.2835)]"
